ProductCategoryID,CategoryName,ProductSubCategoryID,SubCategoryName,ProductID,ProductName,SellingPrice,Weight_KG,Product description,Image_source,Image_Confidence,Image_Status,Corrected_Image_Source
DGS01,Dry grocery & staples,DGS01-OG06,Cooking oil & ghee,DGS01-OG06-P0078,KTC VEGETABLE OIL 5KG,9.99,5,"Ktc Vegetable Oil 5KG is a high-quality cooking oil or ghee suitable for frying, roasting and everyday meal preparation.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Pack size: 5kg.
Listed at £9.99 for UK retail and wholesale supply.
Ideal for curries, shallow frying, baking and traditional cooking.
A core pantry item for ethnic food shops and mainstream retailers.
Suitable for both household use and commercial kitchen supply.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
HPC08,Household & personal care,HPC08-DP06,Disposables & packaging,HPC08-DP06-P0062,KTM PLAIN SPONGE FINGERS,1.79,,"Ktm Plain Sponge Fingers is a disposable or packaging item suited to catering, retail food service and household convenience.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £1.79 for UK retail and wholesale supply.
Ideal for takeaways, events, catering and shop operations.
Suitable for cash-and-carry and hospitality supply ranges.
A practical non-food essential for mixed wholesalers.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
DGS01,Dry grocery & staples,DGS01-LD02,"Lentils, dal & pulses",DGS01-LD02-P0046,KTS CHANA MASALA,1.99,,"Kts Chana Masala is a nutritious pulse ingredient, rich in plant-based protein and dietary fibre for wholesome UK meals.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £1.99 for UK retail and wholesale supply.
Perfect for dals, soups, stews, curries and salad preparations.
A versatile store-cupboard essential for home cooks and professional kitchens.
Popular with customers seeking authentic world food and healthy eating options.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
DGS01,Dry grocery & staples,DGS01-SP03,Spices & masalas,DGS01-SP03-P0398,KTS CHILLI POWDER 200G,2.99,0.2,"Kts Chilli Powder 200G is a carefully blended seasoning that adds authentic aroma and depth to a wide range of dishes.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Pack size: 200g.
Listed at £2.99 for UK retail and wholesale supply.
Ideal for curries, marinades, rice dishes, grills and everyday cooking.
A trusted choice for ethnic food retailers and catering suppliers.
Helps deliver consistent flavour in both retail and food service kitchens.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",https://images.openfoodfacts.org/images/products/490/483/994/9256/front_en.3.400.jpg,90,CORRECT,https://images.openfoodfacts.org/images/products/490/483/994/9256/front_en.3.400.jpg
DGS01,Dry grocery & staples,DGS01-SP03,Spices & masalas,DGS01-SP03-P0399,KTS CORN PUTTU PODI,3.49,,"Kts Corn Puttu Podi is a carefully blended seasoning that adds authentic aroma and depth to a wide range of dishes.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £3.49 for UK retail and wholesale supply.
Ideal for curries, marinades, rice dishes, grills and everyday cooking.
A trusted choice for ethnic food retailers and catering suppliers.
Helps deliver consistent flavour in both retail and food service kitchens.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
DGS01,Dry grocery & staples,DGS01-SP03,Spices & masalas,DGS01-SP03-P0400,KTS MALABAR PATHIRI,3.49,,"Kts Malabar Pathiri is a carefully blended seasoning that adds authentic aroma and depth to a wide range of dishes.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £3.49 for UK retail and wholesale supply.
Ideal for curries, marinades, rice dishes, grills and everyday cooking.
A trusted choice for ethnic food retailers and catering suppliers.
Helps deliver consistent flavour in both retail and food service kitchens.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
DGS01,Dry grocery & staples,DGS01-WS05,Whole spices & herbs,DGS01-WS05-P0036,KTS TAMARIND 200G,1.99,0.2,"Kts Tamarind 200G is a whole spice or herb ingredient that brings fresh aroma and authentic flavour when ground or tempered.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Pack size: 200g.
Listed at £1.99 for UK retail and wholesale supply.
Perfect for tempering, grinding and traditional spice blends.
Essential for curries, pickles, rice dishes and marinades.
A must-stock item for world food and specialist grocery ranges.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
DGS01,Dry grocery & staples,DGS01-SP03,Spices & masalas,DGS01-SP03-P0401,KUCHAREK 200G,1.99,0.2,"Kucharek 200G is a carefully blended seasoning that adds authentic aroma and depth to a wide range of dishes.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Pack size: 200g.
Listed at £1.99 for UK retail and wholesale supply.
Ideal for curries, marinades, rice dishes, grills and everyday cooking.
A trusted choice for ethnic food retailers and catering suppliers.
Helps deliver consistent flavour in both retail and food service kitchens.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
FRP04,Fresh produce,FRP04-EV04,Exotic & specialty vegetables,FRP04-EV04-P0263,KUHNE APPLE VINEGAR 250M,1.69,,"Kuhne Apple Vinegar 250M is specialty or exotic produce items bringing authentic world food ingredients to UK retailers.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £1.69 for UK retail and wholesale supply.
Ideal for ethnic grocers and adventurous mainstream shoppers.
Perfect for traditional recipes and specialty fresh displays.
A distinctive line for differentiated produce assortments.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
SNC02,Snacks & confectionery,SNC02-SM04,Sweets & Indian mithai,SNC02-SM04-P0021,KULFI ICE,4.99,,"Kulfi Ice is a traditional sweet or mithai product crafted for celebrations, festivals and special occasions.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £4.99 for UK retail and wholesale supply.
Ideal for Diwali, Eid, weddings and cultural celebrations.
A popular choice in South Asian sweet counters and gift packs.
Perfect for ethnic retailers and seasonal promotional displays.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",https://images.openfoodfacts.org/images/products/890/408/931/5920/front_en.8.400.jpg,90,CORRECT,https://images.openfoodfacts.org/images/products/890/408/931/5920/front_en.8.400.jpg
FRP04,Fresh produce,FRP04-EV04,Exotic & specialty vegetables,FRP04-EV04-P0264,KULFI ICE MANGO,1.29,,"Kulfi Ice Mango is specialty or exotic produce items bringing authentic world food ingredients to UK retailers.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £1.29 for UK retail and wholesale supply.
Ideal for ethnic grocers and adventurous mainstream shoppers.
Perfect for traditional recipes and specialty fresh displays.
A distinctive line for differentiated produce assortments.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",https://images.openfoodfacts.org/images/products/506/002/991/0594/front_en.3.400.jpg,90,CORRECT,https://images.openfoodfacts.org/images/products/506/002/991/0594/front_en.3.400.jpg
FRP04,Fresh produce,FRP04-EV04,Exotic & specialty vegetables,FRP04-EV04-P0265,KULFI ICE MANGO 1LTR,4.99,,"Kulfi Ice Mango 1LTR is specialty or exotic produce items bringing authentic world food ingredients to UK retailers.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Pack size: 1L.
Listed at £4.99 for UK retail and wholesale supply.
Ideal for ethnic grocers and adventurous mainstream shoppers.
Perfect for traditional recipes and specialty fresh displays.
A distinctive line for differentiated produce assortments.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",https://images.openfoodfacts.org/images/products/506/002/991/0259/front_en.5.400.jpg,75,CORRECT,https://images.openfoodfacts.org/images/products/506/002/991/0259/front_en.5.400.jpg
FRP04,Fresh produce,FRP04-EV04,Exotic & specialty vegetables,FRP04-EV04-P0266,KULFI ICE MANGO MULTI PK,4.99,,"Kulfi Ice Mango Multi Pk is specialty or exotic produce items bringing authentic world food ingredients to UK retailers.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £4.99 for UK retail and wholesale supply.
Ideal for ethnic grocers and adventurous mainstream shoppers.
Perfect for traditional recipes and specialty fresh displays.
A distinctive line for differentiated produce assortments.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",https://images.openfoodfacts.org/images/products/506/002/991/0594/front_en.3.400.jpg,90,CORRECT,https://images.openfoodfacts.org/images/products/506/002/991/0594/front_en.3.400.jpg
SNC02,Snacks & confectionery,SNC02-SM04,Sweets & Indian mithai,SNC02-SM04-P0022,KULFI ICE ORI MAL,4.99,,"Kulfi Ice Ori Mal is a traditional sweet or mithai product crafted for celebrations, festivals and special occasions.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £4.99 for UK retail and wholesale supply.
Ideal for Diwali, Eid, weddings and cultural celebrations.
A popular choice in South Asian sweet counters and gift packs.
Perfect for ethnic retailers and seasonal promotional displays.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
SNC02,Snacks & confectionery,SNC02-SM04,Sweets & Indian mithai,SNC02-SM04-P0023,KULFI ICE ORI MALAI,4.99,,"Kulfi Ice Ori Malai is a traditional sweet or mithai product crafted for celebrations, festivals and special occasions.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £4.99 for UK retail and wholesale supply.
Ideal for Diwali, Eid, weddings and cultural celebrations.
A popular choice in South Asian sweet counters and gift packs.
Perfect for ethnic retailers and seasonal promotional displays.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",https://images.openfoodfacts.org/images/products/506/002/991/0259/front_en.5.400.jpg,90,CORRECT,https://images.openfoodfacts.org/images/products/506/002/991/0259/front_en.5.400.jpg
SNC02,Snacks & confectionery,SNC02-SM04,Sweets & Indian mithai,SNC02-SM04-P0024,KULFI ICE ORIGINAL FLA,1.29,,"Kulfi Ice Original Fla is a traditional sweet or mithai product crafted for celebrations, festivals and special occasions.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £1.29 for UK retail and wholesale supply.
Ideal for Diwali, Eid, weddings and cultural celebrations.
A popular choice in South Asian sweet counters and gift packs.
Perfect for ethnic retailers and seasonal promotional displays.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",https://images.openfoodfacts.org/images/products/506/002/991/0259/front_en.5.400.jpg,90,CORRECT,https://images.openfoodfacts.org/images/products/506/002/991/0259/front_en.5.400.jpg
SNC02,Snacks & confectionery,SNC02-SM04,Sweets & Indian mithai,SNC02-SM04-P0025,KULFI ICE ROSE FLAV 1LIT,4.99,,"Kulfi Ice Rose Flav 1LIT is a traditional sweet or mithai product crafted for celebrations, festivals and special occasions.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £4.99 for UK retail and wholesale supply.
Ideal for Diwali, Eid, weddings and cultural celebrations.
A popular choice in South Asian sweet counters and gift packs.
Perfect for ethnic retailers and seasonal promotional displays.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
SNC02,Snacks & confectionery,SNC02-SM04,Sweets & Indian mithai,SNC02-SM04-P0026,KULFI PISTACHIO 1LTR,4.99,,"Kulfi Pistachio 1LTR is a traditional sweet or mithai product crafted for celebrations, festivals and special occasions.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Pack size: 1L.
Listed at £4.99 for UK retail and wholesale supply.
Ideal for Diwali, Eid, weddings and cultural celebrations.
A popular choice in South Asian sweet counters and gift packs.
Perfect for ethnic retailers and seasonal promotional displays.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",https://images.openfoodfacts.org/images/products/081/902/830/0302/front_en.3.400.jpg,75,CORRECT,https://images.openfoodfacts.org/images/products/081/902/830/0302/front_en.3.400.jpg
SNC02,Snacks & confectionery,SNC02-SM04,Sweets & Indian mithai,SNC02-SM04-P0027,KULFI PISTACHIO 70ML,1.29,,"Kulfi Pistachio 70ML is a traditional sweet or mithai product crafted for celebrations, festivals and special occasions.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Pack size: 70ml.
Listed at £1.29 for UK retail and wholesale supply.
Ideal for Diwali, Eid, weddings and cultural celebrations.
A popular choice in South Asian sweet counters and gift packs.
Perfect for ethnic retailers and seasonal promotional displays.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
DGS01,Dry grocery & staples,DGS01-OG06,Cooking oil & ghee,DGS01-OG06-P0079,KUMARIKA OIL 200ML,6.99,,"Kumarika Oil 200ML is a high-quality cooking oil or ghee suitable for frying, roasting and everyday meal preparation.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Pack size: 200ml.
Listed at £6.99 for UK retail and wholesale supply.
Ideal for curries, shallow frying, baking and traditional cooking.
A core pantry item for ethnic food shops and mainstream retailers.
Suitable for both household use and commercial kitchen supply.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
SNC02,Snacks & confectionery,SNC02-SN01,Snacks & namkeen,SNC02-SN01-P0153,KURKURE CHILLICHATKA 60G,1,0.06,"Kurkure Chillichatka 60G is a savoury snack or namkeen product offering bold flavour and crisp texture for impulse and planned purchases.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Pack size: 60g.
Listed at £1.00 for UK retail and wholesale supply.
Perfect for lunchboxes, parties, tea-time and on-the-go snacking.
Ideal for world food snack aisles and multicultural retail ranges.
A strong seller for convenience stores and ethnic grocers.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
SNC02,Snacks & confectionery,SNC02-SN01,Snacks & namkeen,SNC02-SN01-P0154,KURKURE MASLA MUNCH 94G,1,0.094,"Kurkure Masla Munch 94G is a savoury snack or namkeen product offering bold flavour and crisp texture for impulse and planned purchases.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Pack size: 94g.
Listed at £1.00 for UK retail and wholesale supply.
Perfect for lunchboxes, parties, tea-time and on-the-go snacking.
Ideal for world food snack aisles and multicultural retail ranges.
A strong seller for convenience stores and ethnic grocers.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
FRP04,Fresh produce,FRP04-GV03,"Gourds, pods & vegetables",FRP04-GV03-P0201,KURKURE NAUGHTY TOMATO,1,,"Kurkure Naughty Tomato is fresh vegetables offering wholesome nutrition and authentic flavour for diverse UK cuisines.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £1.00 for UK retail and wholesale supply.
Ideal for curries, stir-fries, roasts and traditional recipes.
Popular with South Asian, African and Caribbean customer bases.
Suitable for fresh produce counters and wholesale catering.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",https://images.openfoodfacts.org/images/products/890/149/110/3442/front_en.12.400.jpg,90,CORRECT,https://images.openfoodfacts.org/images/products/890/149/110/3442/front_en.12.400.jpg
SNC02,Snacks & confectionery,SNC02-SN01,Snacks & namkeen,SNC02-SN01-P0155,KURKURE PUFFCORN,1.29,,"Kurkure Puffcorn is a savoury snack or namkeen product offering bold flavour and crisp texture for impulse and planned purchases.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £1.29 for UK retail and wholesale supply.
Perfect for lunchboxes, parties, tea-time and on-the-go snacking.
Ideal for world food snack aisles and multicultural retail ranges.
A strong seller for convenience stores and ethnic grocers.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
SNC02,Snacks & confectionery,SNC02-SN01,Snacks & namkeen,SNC02-SN01-P0156,KURKURE SOLID MASTI,1,,"Kurkure Solid Masti is a savoury snack or namkeen product offering bold flavour and crisp texture for impulse and planned purchases.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £1.00 for UK retail and wholesale supply.
Perfect for lunchboxes, parties, tea-time and on-the-go snacking.
Ideal for world food snack aisles and multicultural retail ranges.
A strong seller for convenience stores and ethnic grocers.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",https://images.openfoodfacts.org/images/products/890/149/138/001/0/front_en.400.jpg,90,CORRECT,https://images.openfoodfacts.org/images/products/890/149/138/001/0/front_en.400.jpg
DGS01,Dry grocery & staples,DGS01-AF04,"Atta, flour & semolina",DGS01-AF04-P0055,KUTTU FLOUR 1KG,4.49,1,"Kuttu Flour 1KG is a premium flour or grain product suited to baking, chapatis, breads and traditional recipes.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Pack size: 1kg.
Listed at £4.49 for UK retail and wholesale supply.
Ideal for rotis, parathas, baking and general kitchen use.
A staple for South Asian households and specialist food retailers.
Offers reliable quality for both retail resale and catering supply.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",https://images.openfoodfacts.org/images/products/501/002/411/8082/front_en.6.400.jpg,90,CORRECT,https://images.openfoodfacts.org/images/products/501/002/411/8082/front_en.6.400.jpg
BPN09,"Bakery, pasta & noodles",BPN09-BB01,Bread & bakery items,BPN09-BB01-P0026,L.G ASAFO CAKE 100G,2.99,0.1,"L.g Asafo Cake 100G is a bread or bakery product ideal for sandwiches, meals and traditional UK eating occasions.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Pack size: 100g.
Listed at £2.99 for UK retail and wholesale supply.
Perfect for breakfast, lunch and catering bread service.
Suitable for bakery counters and ambient grocery aisles.
Best enjoyed fresh according to product type and storage.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",https://images.openfoodfacts.org/images/products/894/111/400/5760/front_en.3.400.jpg,75,CORRECT,https://images.openfoodfacts.org/images/products/894/111/400/5760/front_en.3.400.jpg
HPC08,Household & personal care,HPC08-PT01,Personal care & toiletries,HPC08-PT01-P0021,LAGHMANI GOLD PERFUME,4.99,,"Laghmani Gold Perfume is a carefully blended seasoning that adds authentic aroma and depth to a wide range of dishes.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £4.99 for UK retail and wholesale supply.
Ideal for curries, marinades, rice dishes, grills and everyday cooking.
A trusted choice for ethnic food retailers and catering suppliers.
Helps deliver consistent flavour in both retail and food service kitchens.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
SNC02,Snacks & confectionery,SNC02-BC02,Biscuits & cookies,SNC02-BC02-P0026,LAGO LEMON WAF PART 250G,2.29,0.25,"Lago Lemon Waf Part 250G is a carefully blended seasoning that adds authentic aroma and depth to a wide range of dishes.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Pack size: 250g.
Listed at £2.29 for UK retail and wholesale supply.
Ideal for curries, marinades, rice dishes, grills and everyday cooking.
A trusted choice for ethnic food retailers and catering suppliers.
Helps deliver consistent flavour in both retail and food service kitchens.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
DGS01,Dry grocery & staples,DGS01-SP03,Spices & masalas,DGS01-SP03-P0402,LAGO PAR HAZLNU WAF 250G,2.29,0.25,"Lago Par Hazlnu Waf 250G is a carefully blended seasoning that adds authentic aroma and depth to a wide range of dishes.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Pack size: 250g.
Listed at £2.29 for UK retail and wholesale supply.
Ideal for curries, marinades, rice dishes, grills and everyday cooking.
A trusted choice for ethnic food retailers and catering suppliers.
Helps deliver consistent flavour in both retail and food service kitchens.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
FRP04,Fresh produce,FRP04-EV04,Exotic & specialty vegetables,FRP04-EV04-P0267,LAGO PAR ORANGE WAF 250G,2.29,0.25,"Lago Par Orange Waf 250G is specialty or exotic produce items bringing authentic world food ingredients to UK retailers.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Pack size: 250g.
Listed at £2.29 for UK retail and wholesale supply.
Ideal for ethnic grocers and adventurous mainstream shoppers.
Perfect for traditional recipes and specialty fresh displays.
A distinctive line for differentiated produce assortments.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
DGS01,Dry grocery & staples,DGS01-SP03,Spices & masalas,DGS01-SP03-P0403,LAGO PART CACAO WAF 250G,2.39,0.25,"Lago Part Cacao Waf 250G is a carefully blended seasoning that adds authentic aroma and depth to a wide range of dishes.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Pack size: 250g.
Listed at £2.39 for UK retail and wholesale supply.
Ideal for curries, marinades, rice dishes, grills and everyday cooking.
A trusted choice for ethnic food retailers and catering suppliers.
Helps deliver consistent flavour in both retail and food service kitchens.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
DGS01,Dry grocery & staples,DGS01-SP03,Spices & masalas,DGS01-SP03-P0404,LAGO PART CACONUT W 250G,2.29,0.25,"Lago Part Caconut W 250G is a carefully blended seasoning that adds authentic aroma and depth to a wide range of dishes.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Pack size: 250g.
Listed at £2.29 for UK retail and wholesale supply.
Ideal for curries, marinades, rice dishes, grills and everyday cooking.
A trusted choice for ethnic food retailers and catering suppliers.
Helps deliver consistent flavour in both retail and food service kitchens.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
BPN09,"Bakery, pasta & noodles",BPN09-NM02,Noodles & instant meals,BPN09-NM02-P0030,LAGO PARTY VANILA W 250G,2.29,0.25,"Lago Party Vanila W 250G is a noodle or instant meal product offering quick, satisfying flavour for busy UK customers.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Pack size: 250g.
Listed at £2.29 for UK retail and wholesale supply.
Ideal for students, offices, takeaways and family quick meals.
Suitable for world food instant and noodle fixtures.
A fast-moving line for convenience and ethnic retailers.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
DGS01,Dry grocery & staples,DGS01-SP03,Spices & masalas,DGS01-SP03-P0405,LAHORI CHARGHA HARGA 90G,2.99,0.09,"Lahori Chargha Harga 90G is a carefully blended seasoning that adds authentic aroma and depth to a wide range of dishes.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Pack size: 90g.
Listed at £2.99 for UK retail and wholesale supply.
Ideal for curries, marinades, rice dishes, grills and everyday cooking.
A trusted choice for ethnic food retailers and catering suppliers.
Helps deliver consistent flavour in both retail and food service kitchens.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
DGS01,Dry grocery & staples,DGS01-SP03,Spices & masalas,DGS01-SP03-P0406,LAHORI MIX,2.49,,"Lahori Mix is a carefully blended seasoning that adds authentic aroma and depth to a wide range of dishes.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £2.49 for UK retail and wholesale supply.
Ideal for curries, marinades, rice dishes, grills and everyday cooking.
A trusted choice for ethnic food retailers and catering suppliers.
Helps deliver consistent flavour in both retail and food service kitchens.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",https://images.openfoodfacts.org/images/products/062/051/401/259/9/front_en.400.jpg,90,CORRECT,https://images.openfoodfacts.org/images/products/062/051/401/259/9/front_en.400.jpg
DGS01,Dry grocery & staples,DGS01-RR01,Rice & rice products,DGS01-RR01-P0043,LAILA BASM RICE EX LG 5K,13.99,,"Laila Basm Rice Ex Lg 5K is a quality rice product selected for consistent cooking results and everyday meal preparation.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Listed at £13.99 for UK retail and wholesale supply.
Suitable for biryanis, pilafs, curries and daily family meals.
A dependable staple for South Asian, Middle Eastern and world food ranges.
Ideal for shelf display in ethnic grocery and mainstream supermarket aisles.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",NOT_FOUND,0,NOT_FOUND,NOT_FOUND
DGS01,Dry grocery & staples,DGS01-RR01,Rice & rice products,DGS01-RR01-P0044,LAILA BASMAT K RICE 10KG,18.99,10,"Laila Basmat K Rice 10KG is a quality rice product selected for consistent cooking results and everyday meal preparation.

Supplied for wholesale and retail customers across the UK, this product is well suited to busy kitchens, shop shelves and food service operations.

Pack size: 10kg.
Listed at £18.99 for UK retail and wholesale supply.
Suitable for biryanis, pilafs, curries and daily family meals.
A dependable staple for South Asian, Middle Eastern and world food ranges.
Ideal for shelf display in ethnic grocery and mainstream supermarket aisles.

Ideal for supermarkets, convenience stores, independent retailers, cafés, catering businesses and food service customers across the UK.",https://images.openfoodfacts.org/images/products/502/058/019/6820/front_en.3.400.jpg,75,CORRECT,https://images.openfoodfacts.org/images/products/502/058/019/6820/front_en.3.400.jpg
